Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
P0AB87	reviewed	L-fuculose phosphate aldolase (EC 4.1.2.17) (D-ribulose-phosphate aldolase) (L-fuculose-1-phosphate aldolase)	fucA fucC prd b2800 JW2771	Escherichia coli (strain K12)	215	cytosol [GO:0005829]; aldehyde-lyase activity [GO:0016832]; L-fuculose-phosphate aldolase activity [GO:0008738]; zinc ion binding [GO:0008270]; D-arabinose catabolic process [GO:0019571]; L-fucose catabolic process [GO:0042355]; pentose catabolic process [GO:0019323]	D-arabinose catabolic process [GO:0019571]; L-fucose catabolic process [GO:0042355]; pentose catabolic process [GO:0019323]	cytosol [GO:0005829]	aldehyde-lyase activity [GO:0016832]; L-fuculose-phosphate aldolase activity [GO:0008738]; zinc ion binding [GO:0008270]	GO:0005829; GO:0008270; GO:0008738; GO:0016832; GO:0019323; GO:0019571; GO:0042355
P0AB91	reviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	aroG b0754 JW0737	Escherichia coli (strain K12)	350	cytoplasm [GO:0005737]; cytosol [GO:0005829]; 3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]; identical protein binding [GO:0042802]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]; identical protein binding [GO:0042802]	GO:0003849; GO:0005737; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0042802
P0ABA6	reviewed	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG papC uncG b3733 JW3711	Escherichia coli (strain K12)	287	membrane [GO:0016020]; plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven plasma membrane ATP synthesis [GO:0042777]	proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven plasma membrane ATP synthesis [GO:0042777]	membrane [GO:0016020]; plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]	ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	GO:0005524; GO:0005886; GO:0015986; GO:0016020; GO:0042777; GO:0045259; GO:0046933; GO:0046961
P0ABB4	reviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD papB uncD b3732 JW3710	Escherichia coli (strain K12)	460	membrane [GO:0016020]; plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton motive force-driven plasma membrane ATP synthesis [GO:0042777]	proton motive force-driven plasma membrane ATP synthesis [GO:0042777]	membrane [GO:0016020]; plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	GO:0005524; GO:0005886; GO:0016020; GO:0016887; GO:0042777; GO:0045259; GO:0046933; GO:0046961
P0ABC7	reviewed	Modulator of FtsH protease HflK	hflK hflA b4174 JW4132	Escherichia coli (strain K12)	419	cytosol [GO:0005829]; membrane protein complex [GO:0098796]; plasma membrane protein complex [GO:0098797]; response to heat [GO:0009408]	response to heat [GO:0009408]	cytosol [GO:0005829]; membrane protein complex [GO:0098796]; plasma membrane protein complex [GO:0098797]		GO:0005829; GO:0009408; GO:0098796; GO:0098797
P0ABD3	reviewed	Bacterioferritin (BFR) (EC 1.16.3.1) (Cytochrome b-1) (Cytochrome b-557)	bfr b3336 JW3298	Escherichia coli (strain K12)	158	cytosol [GO:0005829]; membrane [GO:0016020]; ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]; iron ion sequestering activity [GO:0140315]; oxidoreductase activity [GO:0016491]; protein homodimerization activity [GO:0042803]; intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]	intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]	cytosol [GO:0005829]; membrane [GO:0016020]	ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]; iron ion sequestering activity [GO:0140315]; oxidoreductase activity [GO:0016491]; protein homodimerization activity [GO:0042803]	GO:0004322; GO:0005506; GO:0005829; GO:0006826; GO:0006879; GO:0008199; GO:0016020; GO:0016491; GO:0020037; GO:0042802; GO:0042803; GO:0140315
P0ABD5	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA b0185 JW0180	Escherichia coli (strain K12)	319	acetate CoA-transferase complex [GO:0009329]; acetyl-CoA carboxylase complex [GO:0009317]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; identical protein binding [GO:0042802]; fatty acid biosynthetic process [GO:0006633]; long-chain fatty acid biosynthetic process [GO:0042759]; malonyl-CoA biosynthetic process [GO:2001295]	fatty acid biosynthetic process [GO:0006633]; long-chain fatty acid biosynthetic process [GO:0042759]; malonyl-CoA biosynthetic process [GO:2001295]	acetate CoA-transferase complex [GO:0009329]; acetyl-CoA carboxylase complex [GO:0009317]; cytoplasm [GO:0005737]; cytosol [GO:0005829]	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; identical protein binding [GO:0042802]	GO:0003989; GO:0005524; GO:0005737; GO:0005829; GO:0006633; GO:0009317; GO:0009329; GO:0016743; GO:0042759; GO:0042802; GO:2001295
P0ABD8	reviewed	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	accB fabE b3255 JW3223	Escherichia coli (strain K12)	156	acetyl-CoA carboxylase complex [GO:0009317]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; acetyl-CoA carboxylase activity [GO:0003989]; molecular adaptor activity [GO:0060090]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	acetyl-CoA carboxylase complex [GO:0009317]; cytoplasm [GO:0005737]; cytosol [GO:0005829]	acetyl-CoA carboxylase activity [GO:0003989]; molecular adaptor activity [GO:0060090]	GO:0003989; GO:0005737; GO:0005829; GO:0006633; GO:0009317; GO:0060090; GO:2001295
P0ABE5	reviewed	Superoxide oxidase CybB (SOO) (EC 1.10.3.17) (Cytochrome b-561) (Cytochrome b561) (Superoxide:quinone oxidoreductase) (Superoxide:ubiquinone oxidoreductase)	cybB b1418 JW5224	Escherichia coli (strain K12)	176	plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; removal of superoxide radicals [GO:0019430]; respiratory electron transport chain [GO:0022904]	removal of superoxide radicals [GO:0019430]; respiratory electron transport chain [GO:0022904]	plasma membrane [GO:0005886]	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	GO:0005886; GO:0009055; GO:0016491; GO:0019430; GO:0020037; GO:0022904; GO:0046872
P0ABF6	reviewed	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase) (CDA)	cdd b2143 JW2131	Escherichia coli (strain K12)	294	cytosol [GO:0005829]; cytidine deaminase activity [GO:0004126]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; pyrimidine nucleoside binding [GO:0001884]; zinc ion binding [GO:0008270]; cytidine deamination [GO:0009972]; deoxycytidine catabolic process [GO:0006217]; nucleobase-containing small molecule interconversion [GO:0015949]	cytidine deamination [GO:0009972]; deoxycytidine catabolic process [GO:0006217]; nucleobase-containing small molecule interconversion [GO:0015949]	cytosol [GO:0005829]	cytidine deaminase activity [GO:0004126]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; pyrimidine nucleoside binding [GO:0001884]; zinc ion binding [GO:0008270]	GO:0001884; GO:0004126; GO:0005829; GO:0006217; GO:0008270; GO:0009972; GO:0015949; GO:0042802; GO:0042803
P0ABG7	reviewed	Peptidoglycan glycosyltransferase MrdB (PGT) (EC 2.4.99.28) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase) (Rod shape-determining protein) (Shape, elongation, division and sporulation glycosyltransferase RodA) (SEDS GT RodA)	mrdB rodA b0634 JW0629	Escherichia coli (strain K12)	370	cell division site [GO:0032153]; plasma membrane [GO:0005886]; lipid-linked peptidoglycan transporter activity [GO:0015648]; peptidoglycan glycosyltransferase activity [GO:0008955]; cell division [GO:0051301]; peptidoglycan biosynthetic process [GO:0009252]; peptidoglycan-based cell wall organization [GO:0031504]; regulation of cell shape [GO:0008360]	cell division [GO:0051301]; peptidoglycan biosynthetic process [GO:0009252]; peptidoglycan-based cell wall organization [GO:0031504]; regulation of cell shape [GO:0008360]	cell division site [GO:0032153]; plasma membrane [GO:0005886]	lipid-linked peptidoglycan transporter activity [GO:0015648]; peptidoglycan glycosyltransferase activity [GO:0008955]	GO:0005886; GO:0008360; GO:0008955; GO:0009252; GO:0015648; GO:0031504; GO:0032153; GO:0051301
P0ABH9	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpA	clpA lopD b0882 JW0866	Escherichia coli (strain K12)	758	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endopeptidase Clp complex [GO:0009368]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; cellular response to heat [GO:0034605]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; protein unfolding [GO:0043335]; proteolysis [GO:0006508]; response to oxidative stress [GO:0006979]	cellular response to heat [GO:0034605]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; protein unfolding [GO:0043335]; proteolysis [GO:0006508]; response to oxidative stress [GO:0006979]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endopeptidase Clp complex [GO:0009368]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]	GO:0004176; GO:0005524; GO:0005737; GO:0005829; GO:0006508; GO:0006515; GO:0006979; GO:0009368; GO:0016887; GO:0034605; GO:0043335
P0ABI4	reviewed	Magnesium transport protein CorA	corA b3816 JW3789	Escherichia coli (strain K12)	316	plasma membrane [GO:0005886]; cobalt ion transmembrane transporter activity [GO:0015087]; magnesium ion transmembrane transporter activity [GO:0015095]; nickel cation transmembrane transporter activity [GO:0015099]; cobalt ion transport [GO:0006824]; magnesium ion transport [GO:0015693]; nickel cation transmembrane transport [GO:0035444]	cobalt ion transport [GO:0006824]; magnesium ion transport [GO:0015693]; nickel cation transmembrane transport [GO:0035444]	plasma membrane [GO:0005886]	cobalt ion transmembrane transporter activity [GO:0015087]; magnesium ion transmembrane transporter activity [GO:0015095]; nickel cation transmembrane transporter activity [GO:0015099]	GO:0005886; GO:0006824; GO:0015087; GO:0015095; GO:0015099; GO:0015693; GO:0035444
P0ABI8	reviewed	Cytochrome bo(3) ubiquinol oxidase subunit 1 (cyt bo(3) subunit 1) (EC 7.1.1.3) (Cytochrome b562-o complex subunit I) (Cytochrome o ubiquinol oxidase subunit 1) (Cytochrome o subunit 1) (Oxidase bo(3) subunit 1) (Ubiquinol oxidase chain A) (Ubiquinol oxidase polypeptide I) (Ubiquinol oxidase subunit 1)	cyoB b0431 JW0421	Escherichia coli (strain K12)	663	cytochrome o ubiquinol oxidase complex [GO:0009319]; plasma membrane [GO:0005886]; copper ion binding [GO:0005507]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; oxidoreduction-driven active transmembrane transporter activity [GO:0015453]; proton transmembrane transporter activity [GO:0015078]; ubiquinone binding [GO:0048039]; aerobic electron transport chain [GO:0019646]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; respiratory electron transport chain [GO:0022904]	aerobic electron transport chain [GO:0019646]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; respiratory electron transport chain [GO:0022904]	cytochrome o ubiquinol oxidase complex [GO:0009319]; plasma membrane [GO:0005886]	copper ion binding [GO:0005507]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; oxidoreduction-driven active transmembrane transporter activity [GO:0015453]; proton transmembrane transporter activity [GO:0015078]; ubiquinone binding [GO:0048039]	GO:0004129; GO:0005507; GO:0005886; GO:0009055; GO:0009060; GO:0009319; GO:0009486; GO:0015078; GO:0015453; GO:0015990; GO:0016682; GO:0019646; GO:0020037; GO:0022904; GO:0048039
P0ABJ1	reviewed	Cytochrome bo(3) ubiquinol oxidase subunit 2 (Cytochrome b562-o complex subunit II) (Cytochrome o ubiquinol oxidase subunit 2) (Cytochrome o subunit 2) (Oxidase bo(3) subunit 2) (Ubiquinol oxidase chain B) (Ubiquinol oxidase polypeptide II) (Ubiquinol oxidase subunit 2)	cyoA b0432 JW0422	Escherichia coli (strain K12)	315	cytochrome o ubiquinol oxidase complex [GO:0009319]; plasma membrane [GO:0005886]; copper ion binding [GO:0005507]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; electron transfer activity [GO:0009055]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; oxidoreduction-driven active transmembrane transporter activity [GO:0015453]; proton transmembrane transporter activity [GO:0015078]; aerobic electron transport chain [GO:0019646]; aerobic respiration [GO:0009060]; ATP synthesis coupled electron transport [GO:0042773]; electron transport coupled proton transport [GO:0015990]	aerobic electron transport chain [GO:0019646]; aerobic respiration [GO:0009060]; ATP synthesis coupled electron transport [GO:0042773]; electron transport coupled proton transport [GO:0015990]	cytochrome o ubiquinol oxidase complex [GO:0009319]; plasma membrane [GO:0005886]	copper ion binding [GO:0005507]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; electron transfer activity [GO:0009055]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; oxidoreduction-driven active transmembrane transporter activity [GO:0015453]; proton transmembrane transporter activity [GO:0015078]	GO:0004129; GO:0005507; GO:0005886; GO:0009055; GO:0009060; GO:0009319; GO:0009486; GO:0015078; GO:0015453; GO:0015990; GO:0016682; GO:0019646; GO:0042773
P0ABJ3	reviewed	Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3) (Cytochrome o subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase chain C) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3)	cyoC b0430 JW0420	Escherichia coli (strain K12)	204	cytochrome o ubiquinol oxidase complex [GO:0009319]; plasma membrane [GO:0005886]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; electron transfer activity [GO:0009055]; oxidoreduction-driven active transmembrane transporter activity [GO:0015453]; proton transmembrane transporter activity [GO:0015078]; aerobic electron transport chain [GO:0019646]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]	aerobic electron transport chain [GO:0019646]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]	cytochrome o ubiquinol oxidase complex [GO:0009319]; plasma membrane [GO:0005886]	cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; electron transfer activity [GO:0009055]; oxidoreduction-driven active transmembrane transporter activity [GO:0015453]; proton transmembrane transporter activity [GO:0015078]	GO:0004129; GO:0005886; GO:0009055; GO:0009060; GO:0009319; GO:0009486; GO:0015078; GO:0015453; GO:0015990; GO:0019646
P0ABJ6	reviewed	Cytochrome bo(3) ubiquinol oxidase subunit 4 (Cytochrome o ubiquinol oxidase subunit 4) (Cytochrome o subunit 4) (Oxidase bo(3) subunit 4) (Ubiquinol oxidase chain D) (Ubiquinol oxidase polypeptide IV) (Ubiquinol oxidase subunit 4)	cyoD b0429 JW0419	Escherichia coli (strain K12)	109	cytochrome o ubiquinol oxidase complex [GO:0009319]; plasma membrane [GO:0005886]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; electron transfer activity [GO:0009055]; oxidoreduction-driven active transmembrane transporter activity [GO:0015453]; proton transmembrane transporter activity [GO:0015078]; aerobic electron transport chain [GO:0019646]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]	aerobic electron transport chain [GO:0019646]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]	cytochrome o ubiquinol oxidase complex [GO:0009319]; plasma membrane [GO:0005886]	cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; electron transfer activity [GO:0009055]; oxidoreduction-driven active transmembrane transporter activity [GO:0015453]; proton transmembrane transporter activity [GO:0015078]	GO:0005886; GO:0009055; GO:0009060; GO:0009319; GO:0009486; GO:0015078; GO:0015453; GO:0015990; GO:0019646
P0ABJ9	reviewed	Cytochrome bd-I ubiquinol oxidase subunit 1 (EC 7.1.1.7) (Cytochrome bd-I oxidase subunit I) (Cytochrome d ubiquinol oxidase subunit I)	cydA cyd-1 b0733 JW0722	Escherichia coli (strain K12)	522	cytochrome complex [GO:0070069]; membrane [GO:0016020]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on diphenols and related substances as donors [GO:0016679]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; aerobic electron transport chain [GO:0019646]; oxidative phosphorylation [GO:0006119]	aerobic electron transport chain [GO:0019646]; oxidative phosphorylation [GO:0006119]	cytochrome complex [GO:0070069]; membrane [GO:0016020]; plasma membrane [GO:0005886]	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on diphenols and related substances as donors [GO:0016679]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]	GO:0005886; GO:0006119; GO:0009055; GO:0016020; GO:0016679; GO:0016682; GO:0019646; GO:0020037; GO:0046872; GO:0070069
P0ABK2	reviewed	Cytochrome bd-I ubiquinol oxidase subunit 2 (EC 7.1.1.7) (Cytochrome bd-I oxidase subunit II) (Cytochrome d ubiquinol oxidase subunit II)	cydB cyd-2 b0734 JW0723	Escherichia coli (strain K12)	379	cytochrome complex [GO:0070069]; membrane [GO:0016020]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; aerobic electron transport chain [GO:0019646]; oxidative phosphorylation [GO:0006119]	aerobic electron transport chain [GO:0019646]; oxidative phosphorylation [GO:0006119]	cytochrome complex [GO:0070069]; membrane [GO:0016020]; plasma membrane [GO:0005886]	electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]	GO:0005886; GO:0006119; GO:0009055; GO:0016020; GO:0016682; GO:0019646; GO:0046872; GO:0070069
P0ABK5	reviewed	Cysteine synthase A (CSase A) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase A) (OAS-TL A) (O-acetylserine sulfhydrylase A) (S-carboxymethylcysteine synthase) (EC 4.5.1.5) (Sulfate starvation-induced protein 5) (SSI5)	cysK cysZ b2414 JW2407	Escherichia coli (strain K12)	323	cysteine synthase complex [GO:0009333]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cysteine synthase activity [GO:0004124]; identical protein binding [GO:0042802]; L-cysteine desulfhydrase activity [GO:0080146]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]; S-carboxymethylcysteine synthase activity [GO:0050272]; transferase activity [GO:0016740]; amino acid biosynthetic process [GO:0008652]; cysteine biosynthetic process from serine [GO:0006535]	amino acid biosynthetic process [GO:0008652]; cysteine biosynthetic process from serine [GO:0006535]	cysteine synthase complex [GO:0009333]; cytoplasm [GO:0005737]; cytosol [GO:0005829]	cysteine synthase activity [GO:0004124]; identical protein binding [GO:0042802]; L-cysteine desulfhydrase activity [GO:0080146]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]; S-carboxymethylcysteine synthase activity [GO:0050272]; transferase activity [GO:0016740]	GO:0004124; GO:0005737; GO:0005829; GO:0006535; GO:0008652; GO:0009333; GO:0016740; GO:0030170; GO:0042802; GO:0042803; GO:0050272; GO:0080146
P0ABK7	reviewed	Minor curlin subunit	csgB b1041 JW1024	Escherichia coli (strain K12)	151	cell outer membrane [GO:0009279]; pilus [GO:0009289]; identical protein binding [GO:0042802]; amyloid fibril formation [GO:1990000]; cell adhesion [GO:0007155]; curli assembly [GO:0098775]; regulation of amyloid fibril formation [GO:1905906]; single-species biofilm formation [GO:0044010]	amyloid fibril formation [GO:1990000]; cell adhesion [GO:0007155]; curli assembly [GO:0098775]; regulation of amyloid fibril formation [GO:1905906]; single-species biofilm formation [GO:0044010]	cell outer membrane [GO:0009279]; pilus [GO:0009289]	identical protein binding [GO:0042802]	GO:0007155; GO:0009279; GO:0009289; GO:0042802; GO:0044010; GO:0098775; GO:1905906; GO:1990000
P0ABK9	reviewed	Cytochrome c-552 (EC 1.7.2.2) (Ammonia-forming cytochrome c nitrite reductase) (Cytochrome c nitrite reductase)	nrfA b4070 JW4031	Escherichia coli (strain K12)	478	outer membrane-bounded periplasmic space [GO:0030288]; calcium ion binding [GO:0005509]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; nitric oxide reductase activity [GO:0016966]; nitrite reductase (cytochrome, ammonia-forming) activity [GO:0042279]; anaerobic electron transport chain [GO:0019645]; nitrate assimilation [GO:0042128]	anaerobic electron transport chain [GO:0019645]; nitrate assimilation [GO:0042128]	outer membrane-bounded periplasmic space [GO:0030288]	calcium ion binding [GO:0005509]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; nitric oxide reductase activity [GO:0016966]; nitrite reductase (cytochrome, ammonia-forming) activity [GO:0042279]	GO:0005506; GO:0005509; GO:0016966; GO:0019645; GO:0020037; GO:0030288; GO:0042128; GO:0042279
P0ABN1	reviewed	Diacylglycerol kinase (DAGK) (EC 2.7.1.107) (Diglyceride kinase) (DGK)	dgkA dgk b4042 JW4002	Escherichia coli (strain K12)	122	membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP-dependent diacylglycerol kinase activity [GO:0004143]; identical protein binding [GO:0042802]; lipid kinase activity [GO:0001727]; metal ion binding [GO:0046872]; phosphatidic acid biosynthetic process [GO:0006654]; response to UV [GO:0009411]	phosphatidic acid biosynthetic process [GO:0006654]; response to UV [GO:0009411]	membrane [GO:0016020]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP-dependent diacylglycerol kinase activity [GO:0004143]; identical protein binding [GO:0042802]; lipid kinase activity [GO:0001727]; metal ion binding [GO:0046872]	GO:0001727; GO:0004143; GO:0005524; GO:0005886; GO:0006654; GO:0009411; GO:0016020; GO:0042802; GO:0046872
P0ABP8	reviewed	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	deoD pup b4384 JW4347	Escherichia coli (strain K12)	239	cytosol [GO:0005829]; membrane [GO:0016020]; guanosine phosphorylase activity [GO:0047975]; identical protein binding [GO:0042802]; purine-nucleoside phosphorylase activity [GO:0004731]; DNA damage response [GO:0006974]; purine nucleoside catabolic process [GO:0006152]; purine nucleoside interconversion [GO:0019686]	DNA damage response [GO:0006974]; purine nucleoside catabolic process [GO:0006152]; purine nucleoside interconversion [GO:0019686]	cytosol [GO:0005829]; membrane [GO:0016020]	guanosine phosphorylase activity [GO:0047975]; identical protein binding [GO:0042802]; purine-nucleoside phosphorylase activity [GO:0004731]	GO:0004731; GO:0005829; GO:0006152; GO:0006974; GO:0016020; GO:0019686; GO:0042802; GO:0047975
P0ABQ4	reviewed	Dihydrofolate reductase (EC 1.5.1.3)	folA tmrA b0048 JW0047	Escherichia coli (strain K12)	159	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; dihydrofolic acid binding [GO:0051871]; folic acid binding [GO:0005542]; methotrexate binding [GO:0051870]; NADP binding [GO:0050661]; NADP+ binding [GO:0070401]; NADPH binding [GO:0070402]; 10-formyltetrahydrofolate biosynthetic process [GO:0009257]; dihydrofolate metabolic process [GO:0046452]; folic acid biosynthetic process [GO:0046656]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; response to antibiotic [GO:0046677]; response to methotrexate [GO:0031427]; response to xenobiotic stimulus [GO:0009410]; tetrahydrofolate biosynthetic process [GO:0046654]	10-formyltetrahydrofolate biosynthetic process [GO:0009257]; dihydrofolate metabolic process [GO:0046452]; folic acid biosynthetic process [GO:0046656]; folic acid metabolic process [GO:0046655]; one-carbon metabolic process [GO:0006730]; response to antibiotic [GO:0046677]; response to methotrexate [GO:0031427]; response to xenobiotic stimulus [GO:0009410]; tetrahydrofolate biosynthetic process [GO:0046654]	cytosol [GO:0005829]	dihydrofolate reductase activity [GO:0004146]; dihydrofolic acid binding [GO:0051871]; folic acid binding [GO:0005542]; methotrexate binding [GO:0051870]; NADP binding [GO:0050661]; NADP+ binding [GO:0070401]; NADPH binding [GO:0070402]	GO:0004146; GO:0005542; GO:0005829; GO:0006730; GO:0009257; GO:0009410; GO:0031427; GO:0046452; GO:0046654; GO:0046655; GO:0046656; GO:0046677; GO:0050661; GO:0051870; GO:0051871; GO:0070401; GO:0070402
