Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
A0A1B7KNY3	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	A7K69_13360	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	648	plasma membrane [GO:0005886]; copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; electron transport coupled proton transport [GO:0015990]; oxidative phosphorylation [GO:0006119]; respiratory electron transport chain [GO:0022904]	electron transport coupled proton transport [GO:0015990]; oxidative phosphorylation [GO:0006119]; respiratory electron transport chain [GO:0022904]	plasma membrane [GO:0005886]	copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]	GO:0004129; GO:0005507; GO:0005886; GO:0006119; GO:0015990; GO:0016682; GO:0020037; GO:0022904
A0A1B7KNY5	unreviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD A7K69_12920	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	473	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]	ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	GO:0005524; GO:0005886; GO:0045259; GO:0046933
A0A1B7KNZ6	unreviewed	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA A7K69_12970	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	411	cytosol [GO:0005829]; glycine hydroxymethyltransferase activity [GO:0004372]; methyltransferase activity [GO:0008168]; pyridoxal phosphate binding [GO:0030170]; glycine biosynthetic process from serine [GO:0019264]; methylation [GO:0032259]; tetrahydrofolate interconversion [GO:0035999]	glycine biosynthetic process from serine [GO:0019264]; methylation [GO:0032259]; tetrahydrofolate interconversion [GO:0035999]	cytosol [GO:0005829]	glycine hydroxymethyltransferase activity [GO:0004372]; methyltransferase activity [GO:0008168]; pyridoxal phosphate binding [GO:0030170]	GO:0004372; GO:0005829; GO:0008168; GO:0019264; GO:0030170; GO:0032259; GO:0035999
A0A1B7KNZ7	unreviewed	DNA gyrase subunit A (EC 5.6.2.2)	gyrA A7K69_13660	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	823	chromosome [GO:0005694]; cytoplasm [GO:0005737]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex [GO:0009330]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA negative supercoiling activity [GO:0034335]; DNA topological change [GO:0006265]; DNA-templated DNA replication [GO:0006261]	DNA topological change [GO:0006265]; DNA-templated DNA replication [GO:0006261]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex [GO:0009330]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA negative supercoiling activity [GO:0034335]	GO:0003677; GO:0005524; GO:0005694; GO:0005737; GO:0006261; GO:0006265; GO:0009330; GO:0034335
A0A1B7KP19	unreviewed	DNA gyrase subunit B (EC 5.6.2.2)	gyrB A7K69_13655	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	640	chromosome [GO:0005694]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA negative supercoiling activity [GO:0034335]; metal ion binding [GO:0046872]; DNA topological change [GO:0006265]; DNA-templated DNA replication [GO:0006261]	DNA topological change [GO:0006265]; DNA-templated DNA replication [GO:0006261]	chromosome [GO:0005694]; cytoplasm [GO:0005737]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA negative supercoiling activity [GO:0034335]; metal ion binding [GO:0046872]	GO:0003677; GO:0005524; GO:0005694; GO:0005737; GO:0006261; GO:0006265; GO:0034335; GO:0046872
A0A1B7KP20	unreviewed	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE trmE A7K69_13615	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	461	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	cytosol [GO:0005829]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]	GO:0002098; GO:0003924; GO:0005525; GO:0005829; GO:0030488; GO:0042802; GO:0046872
A0A1B7KP44	unreviewed	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho A7K69_13060	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	424	ATP binding [GO:0005524]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]; DNA-templated transcription termination [GO:0006353]	DNA-templated transcription termination [GO:0006353]		ATP binding [GO:0005524]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]	GO:0003723; GO:0004386; GO:0005524; GO:0006353; GO:0008186; GO:0016787
A0A1B7KP91	unreviewed	Chromosomal replication initiator protein DnaA	dnaA A7K69_13635	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	450	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; lipid binding [GO:0008289]; DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275]	DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; lipid binding [GO:0008289]	GO:0003688; GO:0005524; GO:0005737; GO:0005886; GO:0006270; GO:0006275; GO:0008289
A0A1B7KPA2	unreviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP A7K69_12620	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	273	plasma membrane [GO:0005886]; undecaprenyl-diphosphatase activity [GO:0050380]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	plasma membrane [GO:0005886]	undecaprenyl-diphosphatase activity [GO:0050380]	GO:0005886; GO:0008360; GO:0009252; GO:0046677; GO:0050380; GO:0071555
A0A1B7KPA9	unreviewed	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA A7K69_13520	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	428	cytoplasm [GO:0005737]; adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; 'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040]	'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040]	cytoplasm [GO:0005737]	adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0004019; GO:0005525; GO:0005737; GO:0044208; GO:0046040
A0A1B7KPE5	unreviewed	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK A7K69_11080	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	271	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NAD+ kinase activity [GO:0003951]; NAD+ metabolic process [GO:0019674]; NADP+ biosynthetic process [GO:0006741]	NAD+ metabolic process [GO:0019674]; NADP+ biosynthetic process [GO:0006741]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NAD+ kinase activity [GO:0003951]	GO:0003951; GO:0005524; GO:0005737; GO:0006741; GO:0019674; GO:0046872; GO:0051287
A0A1B7KPG0	unreviewed	Beta-ketoacyl-[acyl-carrier-protein] synthase III (Beta-ketoacyl-ACP synthase III) (KAS III) (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase 3) (3-oxoacyl-[acyl-carrier-protein] synthase III)	fabH A7K69_11205	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	310	cytoplasm [GO:0005737]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818]; fatty acid biosynthetic process [GO:0006633]	fatty acid biosynthetic process [GO:0006633]	cytoplasm [GO:0005737]	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818]	GO:0004315; GO:0005737; GO:0006633; GO:0033818
A0A1B7KPG6	unreviewed	Carbamoyl phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl phosphate synthetase glutamine chain)	carA A7K69_11255	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	356	ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; glutaminase activity [GO:0004359]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; glutamine metabolic process [GO:0006541]; L-arginine biosynthetic process [GO:0006526]	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; glutamine metabolic process [GO:0006541]; L-arginine biosynthetic process [GO:0006526]		ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; glutaminase activity [GO:0004359]	GO:0004088; GO:0004359; GO:0005524; GO:0006207; GO:0006526; GO:0006541; GO:0044205
A0A1B7KPG7	unreviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD A7K69_11260	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	386	cytoplasm [GO:0005737]; identical protein binding [GO:0042802]; N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992]; pyridoxal phosphate binding [GO:0030170]; L-arginine biosynthetic process [GO:0006526]	L-arginine biosynthetic process [GO:0006526]	cytoplasm [GO:0005737]	identical protein binding [GO:0042802]; N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992]; pyridoxal phosphate binding [GO:0030170]	GO:0003992; GO:0005737; GO:0006526; GO:0030170; GO:0042802
A0A1B7KPH0	unreviewed	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB A7K69_11265	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	257	cytoplasm [GO:0005737]; acetylglutamate kinase activity [GO:0003991]; ATP binding [GO:0005524]; L-arginine biosynthetic process via ornithine [GO:0042450]	L-arginine biosynthetic process via ornithine [GO:0042450]	cytoplasm [GO:0005737]	acetylglutamate kinase activity [GO:0003991]; ATP binding [GO:0005524]	GO:0003991; GO:0005524; GO:0005737; GO:0042450
A0A1B7KPH8	unreviewed	GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A)	moaA A7K69_11310	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	340	4 iron, 4 sulfur cluster binding [GO:0051539]; cyclic pyranopterin monophosphate synthase activity [GO:0061799]; GTP 3',8'-cyclase activity [GO:0061798]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; S-adenosyl-L-methionine binding [GO:1904047]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]		4 iron, 4 sulfur cluster binding [GO:0051539]; cyclic pyranopterin monophosphate synthase activity [GO:0061799]; GTP 3',8'-cyclase activity [GO:0061798]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; S-adenosyl-L-methionine binding [GO:1904047]	GO:0005525; GO:0006777; GO:0046872; GO:0051539; GO:0061798; GO:0061799; GO:1904047
A0A1B7KPK8	unreviewed	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	zwf A7K69_11470	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	485	cytosol [GO:0005829]; glucose-6-phosphate dehydrogenase activity [GO:0004345]; NADP binding [GO:0050661]; glucose metabolic process [GO:0006006]; pentose-phosphate shunt, oxidative branch [GO:0009051]	glucose metabolic process [GO:0006006]; pentose-phosphate shunt, oxidative branch [GO:0009051]	cytosol [GO:0005829]	glucose-6-phosphate dehydrogenase activity [GO:0004345]; NADP binding [GO:0050661]	GO:0004345; GO:0005829; GO:0006006; GO:0009051; GO:0050661
A0A1B7KPL0	unreviewed	ATP-dependent helicase/deoxyribonuclease subunit B (EC 3.1.-.-) (ATP-dependent helicase/nuclease subunit AddB)	addB A7K69_11625	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	1174	4 iron, 4 sulfur cluster binding [GO:0051539]; 5'-3' exonuclease activity [GO:0008409]; ATP binding [GO:0005524]; double-stranded DNA binding [GO:0003690]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]; double-strand break repair via homologous recombination [GO:0000724]	double-strand break repair via homologous recombination [GO:0000724]		4 iron, 4 sulfur cluster binding [GO:0051539]; 5'-3' exonuclease activity [GO:0008409]; ATP binding [GO:0005524]; double-stranded DNA binding [GO:0003690]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]	GO:0000724; GO:0003690; GO:0004386; GO:0005524; GO:0008409; GO:0046872; GO:0051539
A0A1B7KPM1	unreviewed	ATP-dependent helicase/nuclease subunit A (EC 3.1.-.-) (EC 5.6.2.4) (ATP-dependent helicase/nuclease AddA) (DNA 3'-5' helicase AddA)	addA A7K69_11620	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	1239	cytosol [GO:0005829]; DNA helicase complex [GO:0033202]; 3'-5' DNA helicase activity [GO:0043138]; 3'-5' exonuclease activity [GO:0008408]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; double-stranded DNA binding [GO:0003690]; double-strand break repair via homologous recombination [GO:0000724]	double-strand break repair via homologous recombination [GO:0000724]	cytosol [GO:0005829]; DNA helicase complex [GO:0033202]	3'-5' DNA helicase activity [GO:0043138]; 3'-5' exonuclease activity [GO:0008408]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; double-stranded DNA binding [GO:0003690]	GO:0000724; GO:0003690; GO:0005524; GO:0005829; GO:0008408; GO:0016887; GO:0033202; GO:0043138
A0A1B7KPN9	unreviewed	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	serC A7K69_11790	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	360	cytoplasm [GO:0005737]; O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]; pyridoxal phosphate binding [GO:0030170]; L-serine biosynthetic process [GO:0006564]	L-serine biosynthetic process [GO:0006564]	cytoplasm [GO:0005737]	O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]; pyridoxal phosphate binding [GO:0030170]	GO:0004648; GO:0005737; GO:0006564; GO:0030170
A0A1B7KPT5	unreviewed	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	argJ A7K69_11270	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	413	cytoplasm [GO:0005737]; L-glutamate N-acetyltransferase activity [GO:0004042]; L-glutamate N-acetyltransferase activity, acting on acetyl-L-ornithine as donor [GO:0004358]; L-arginine biosynthetic process [GO:0006526]; ornithine biosynthetic process [GO:0006592]	L-arginine biosynthetic process [GO:0006526]; ornithine biosynthetic process [GO:0006592]	cytoplasm [GO:0005737]	L-glutamate N-acetyltransferase activity [GO:0004042]; L-glutamate N-acetyltransferase activity, acting on acetyl-L-ornithine as donor [GO:0004358]	GO:0004042; GO:0004358; GO:0005737; GO:0006526; GO:0006592
A0A1B7KPU0	unreviewed	Ornithine aminotransferase (OAT) (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)	rocD A7K69_11545	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	398	cytoplasm [GO:0005737]; identical protein binding [GO:0042802]; ornithine aminotransferase activity [GO:0004587]; pyridoxal phosphate binding [GO:0030170]; L-proline biosynthetic process [GO:0055129]	L-proline biosynthetic process [GO:0055129]	cytoplasm [GO:0005737]	identical protein binding [GO:0042802]; ornithine aminotransferase activity [GO:0004587]; pyridoxal phosphate binding [GO:0030170]	GO:0004587; GO:0005737; GO:0030170; GO:0042802; GO:0055129
A0A1B7KPX0	unreviewed	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase)	A7K69_11430	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	1136	cytosol [GO:0005829]; cobalamin binding [GO:0031419]; methionine synthase activity [GO:0008705]; zinc ion binding [GO:0008270]; homocysteine metabolic process [GO:0050667]; methylation [GO:0032259]; tetrahydrofolate metabolic process [GO:0046653]	homocysteine metabolic process [GO:0050667]; methylation [GO:0032259]; tetrahydrofolate metabolic process [GO:0046653]	cytosol [GO:0005829]	cobalamin binding [GO:0031419]; methionine synthase activity [GO:0008705]; zinc ion binding [GO:0008270]	GO:0005829; GO:0008270; GO:0008705; GO:0031419; GO:0032259; GO:0046653; GO:0050667
A0A1B7KQ08	unreviewed	Probable molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)	mobA A7K69_11340	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	192	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; molybdenum cofactor guanylyltransferase activity [GO:0061603]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	cytoplasm [GO:0005737]	GTP binding [GO:0005525]; metal ion binding [GO:0046872]; molybdenum cofactor guanylyltransferase activity [GO:0061603]	GO:0005525; GO:0005737; GO:0006777; GO:0046872; GO:0061603
A0A1B7KQ48	unreviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi A7K69_08725	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	449	cytosol [GO:0005829]; carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]; gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]	cytosol [GO:0005829]	carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]	GO:0004347; GO:0005829; GO:0006094; GO:0006096; GO:0048029; GO:0051156; GO:0097367
A0A1B7KQ69	unreviewed	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF A7K69_08850	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	284	cytosol [GO:0005829]; diaminopimelate epimerase activity [GO:0008837]; lysine biosynthetic process via diaminopimelate [GO:0009089]	lysine biosynthetic process via diaminopimelate [GO:0009089]	cytosol [GO:0005829]	diaminopimelate epimerase activity [GO:0008837]	GO:0005829; GO:0008837; GO:0009089
A0A1B7KQ72	unreviewed	Threonine synthase (EC 4.2.3.1)	A7K69_08885	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	353	L-serine ammonia-lyase activity [GO:0003941]; pyridoxal phosphate binding [GO:0030170]; threonine deaminase activity [GO:0004794]; threonine synthase activity [GO:0004795]; isoleucine biosynthetic process [GO:0009097]; L-serine catabolic process [GO:0006565]; threonine biosynthetic process [GO:0009088]; threonine catabolic process [GO:0006567]	isoleucine biosynthetic process [GO:0009097]; L-serine catabolic process [GO:0006565]; threonine biosynthetic process [GO:0009088]; threonine catabolic process [GO:0006567]		L-serine ammonia-lyase activity [GO:0003941]; pyridoxal phosphate binding [GO:0030170]; threonine deaminase activity [GO:0004794]; threonine synthase activity [GO:0004795]	GO:0003941; GO:0004794; GO:0004795; GO:0006565; GO:0006567; GO:0009088; GO:0009097; GO:0030170
A0A1B7KQ78	unreviewed	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA A7K69_08940	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	298	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]; protein lipoylation [GO:0009249]	protein lipoylation [GO:0009249]	cytoplasm [GO:0005737]	4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]	GO:0005737; GO:0009249; GO:0016992; GO:0046872; GO:0051539
A0A1B7KQ94	unreviewed	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA A7K69_08810	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	497	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]; proteolysis [GO:0006508]	proteolysis [GO:0006508]	cytoplasm [GO:0005737]	manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]	GO:0005737; GO:0006508; GO:0030145; GO:0070006
A0A1B7KQC4	unreviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA A7K69_09115	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	455	cytoplasm [GO:0005737]; adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015]; pyridoxal phosphate binding [GO:0030170]; biotin biosynthetic process [GO:0009102]	biotin biosynthetic process [GO:0009102]	cytoplasm [GO:0005737]	adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015]; pyridoxal phosphate binding [GO:0030170]	GO:0004015; GO:0005737; GO:0009102; GO:0030170
A0A1B7KQD5	unreviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA A7K69_09195	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	305	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	cytoplasm [GO:0005737]	4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]	GO:0005737; GO:0008840; GO:0009089; GO:0019877
A0A1B7KQG5	unreviewed	Phosphoglycerate kinase (EC 2.7.2.3)	pgk A7K69_09375	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	394	cytosol [GO:0005829]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	cytosol [GO:0005829]	ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]	GO:0004618; GO:0005524; GO:0005829; GO:0006094; GO:0006096; GO:0043531
A0A1B7KQH1	unreviewed	Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)]	hisI hisIE A7K69_09445	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	210	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]; L-histidine biosynthetic process [GO:0000105]	L-histidine biosynthetic process [GO:0000105]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]	GO:0000105; GO:0004635; GO:0004636; GO:0005524; GO:0005737
A0A1B7KQI3	unreviewed	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI A7K69_09365	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	514	cytosol [GO:0005829]; manganese ion binding [GO:0030145]; phosphoglycerate mutase activity [GO:0004619]; glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]; regulation of sporulation [GO:0043937]	glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]; regulation of sporulation [GO:0043937]	cytosol [GO:0005829]	manganese ion binding [GO:0030145]; phosphoglycerate mutase activity [GO:0004619]	GO:0004619; GO:0005829; GO:0006007; GO:0006096; GO:0030145; GO:0043937
A0A1B7KQI4	unreviewed	Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH)	hisH A7K69_09460	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	211	cytoplasm [GO:0005737]; glutaminase activity [GO:0004359]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; L-histidine biosynthetic process [GO:0000105]	L-histidine biosynthetic process [GO:0000105]	cytoplasm [GO:0005737]	glutaminase activity [GO:0004359]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]	GO:0000105; GO:0000107; GO:0004359; GO:0005737; GO:0016829
