Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
A0A8T5D1W1	unreviewed	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS JK351_14945 JK352_15070 JK353_15075 JK354_15080	Haloferax volcanii (Halobacterium volcanii)	605	cytoplasm [GO:0005737]; carbohydrate derivative binding [GO:0097367]; glutamine-fructose-6-phosphate transaminase (isomerizing) activity [GO:0004360]; carbohydrate metabolic process [GO:0005975]; fructose 6-phosphate metabolic process [GO:0006002]; protein N-linked glycosylation [GO:0006487]; UDP-N-acetylglucosamine metabolic process [GO:0006047]	carbohydrate metabolic process [GO:0005975]; fructose 6-phosphate metabolic process [GO:0006002]; protein N-linked glycosylation [GO:0006487]; UDP-N-acetylglucosamine metabolic process [GO:0006047]	cytoplasm [GO:0005737]	carbohydrate derivative binding [GO:0097367]; glutamine-fructose-6-phosphate transaminase (isomerizing) activity [GO:0004360]	GO:0004360; GO:0005737; GO:0005975; GO:0006002; GO:0006047; GO:0006487; GO:0097367
A0A8T5D1W8	unreviewed	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA JK351_15635 JK352_16495 JK353_16500 JK354_15770	Haloferax volcanii (Halobacterium volcanii)	461	glutamyl-tRNA reductase activity [GO:0008883]; NADP binding [GO:0050661]; protoporphyrinogen IX biosynthetic process from glutamate [GO:0019353]	protoporphyrinogen IX biosynthetic process from glutamate [GO:0019353]		glutamyl-tRNA reductase activity [GO:0008883]; NADP binding [GO:0050661]	GO:0008883; GO:0019353; GO:0050661
A0A8T5D1X9	unreviewed	Glucose 1-dehydrogenase (GDH) (GlcDH) (EC 1.1.1.47)	gdh JK351_10905 JK352_11925 JK353_11930 JK354_10905	Haloferax volcanii (Halobacterium volcanii)	357	D-glucose binding [GO:0005536]; glucose 1-dehydrogenase [NAD(P)+] activity [GO:0047936]; NAD+ binding [GO:0070403]; NADP+ binding [GO:0070401]; zinc ion binding [GO:0008270]; non-phosphorylated glucose catabolic process [GO:0019595]	non-phosphorylated glucose catabolic process [GO:0019595]		D-glucose binding [GO:0005536]; glucose 1-dehydrogenase [NAD(P)+] activity [GO:0047936]; NAD+ binding [GO:0070403]; NADP+ binding [GO:0070401]; zinc ion binding [GO:0008270]	GO:0005536; GO:0008270; GO:0019595; GO:0047936; GO:0070401; GO:0070403
A0A8T5D1Y8	unreviewed	Geranylgeranylglyceryl phosphate synthase (GGGP synthase) (GGGPS) (EC 2.5.1.41) ((S)-3-O-geranylgeranylglyceryl phosphate synthase) (Phosphoglycerol geranylgeranyltransferase)	JK351_10920 JK352_11940 JK353_11945 JK354_10920	Haloferax volcanii (Halobacterium volcanii)	251	cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; phosphoglycerol geranylgeranyltransferase activity [GO:0047294]; glycerophospholipid biosynthetic process [GO:0046474]	glycerophospholipid biosynthetic process [GO:0046474]	cytoplasm [GO:0005737]	magnesium ion binding [GO:0000287]; phosphoglycerol geranylgeranyltransferase activity [GO:0047294]	GO:0000287; GO:0005737; GO:0046474; GO:0047294
A0A8T5D231	unreviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA JK351_10995 JK352_12015 JK353_12020 JK354_10995	Haloferax volcanii (Halobacterium volcanii)	305	cytoplasm [GO:0005737]; 2-dehydro-3-deoxy-phosphogluconate aldolase activity [GO:0008675]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	cytoplasm [GO:0005737]	2-dehydro-3-deoxy-phosphogluconate aldolase activity [GO:0008675]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]	GO:0005737; GO:0008675; GO:0008840; GO:0009089; GO:0019877
A0A8T5D2K3	unreviewed	6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase (HPPK) (EC 2.7.6.3) (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase) (6-hydroxymethyl-7,8-dihydropterin diphosphokinase) (6-HMPDK) (7,8-dihydro-6-hydroxymethylpterin diphosphokinase) (7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase) (PPPK)	mptE JK351_16350 JK352_16050 JK353_16055 JK354_16485	Haloferax volcanii (Halobacterium volcanii)	227	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity [GO:0003848]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity [GO:0003848]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0003848; GO:0005524; GO:0016301; GO:0046654; GO:0046656
A0A8T5D2M3	unreviewed	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	truA JK351_12885 JK352_11115 JK353_11120 JK354_13020	Haloferax volcanii (Halobacterium volcanii)	283	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthesis [GO:0031119]	tRNA pseudouridine synthesis [GO:0031119]		pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]	GO:0003723; GO:0009982; GO:0031119
A0A8T5D2P7	unreviewed	Molybdate/tungstate import ATP-binding protein WtpC (EC 7.3.2.6) (EC 7.5.2.13)	JK351_16620 JK352_16320 JK353_16325 JK354_16755	Haloferax volcanii (Halobacterium volcanii)	388	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]		ATP-binding cassette (ABC) transporter complex [GO:0043190]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]	GO:0005524; GO:0016887; GO:0022857; GO:0043190
A0A8T5D2T0	unreviewed	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	nth G3A49_04260 JK351_14010 JK352_14135 JK353_14145 JK354_14145	Haloferax volcanii (Halobacterium volcanii)	227	4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA N-glycosylase activity [GO:0019104]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]; base-excision repair, AP site formation [GO:0006285]	base-excision repair, AP site formation [GO:0006285]		4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA N-glycosylase activity [GO:0019104]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]	GO:0003677; GO:0003906; GO:0006285; GO:0016829; GO:0019104; GO:0046872; GO:0051539
A0A8T5D2X3	unreviewed	FAD synthase (EC 2.7.7.2) (FMN adenylyltransferase) (Flavin adenine dinucleotide synthase)	ribL JK351_10560 JK352_11580 JK353_11585 JK354_10560	Haloferax volcanii (Halobacterium volcanii)	142	ATP binding [GO:0005524]; FMN adenylyltransferase activity [GO:0003919]; FAD biosynthetic process [GO:0006747]; FMN metabolic process [GO:0046444]	FAD biosynthetic process [GO:0006747]; FMN metabolic process [GO:0046444]		ATP binding [GO:0005524]; FMN adenylyltransferase activity [GO:0003919]	GO:0003919; GO:0005524; GO:0006747; GO:0046444
A0A8T5D306	unreviewed	Probable inosine/xanthosine triphosphatase (ITPase/XTPase) (EC 3.6.1.73) (Non-canonical purine NTP phosphatase) (Non-standard purine NTP phosphatase) (Nucleoside-triphosphate phosphatase) (NTPase)	yjjX JK351_13765 JK352_13890 JK353_13900 JK354_13900	Haloferax volcanii (Halobacterium volcanii)	173	metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; nucleotide metabolic process [GO:0009117]; thiamine metabolic process [GO:0006772]	nucleotide metabolic process [GO:0009117]; thiamine metabolic process [GO:0006772]		metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111]	GO:0000166; GO:0006772; GO:0009117; GO:0017111; GO:0046872
A0A8T5D361	unreviewed	DNA double-strand break repair protein Mre11 (EC 3.1.-.-)	mre11 JK351_14030 JK352_14155 JK353_14165 JK354_14165	Haloferax volcanii (Halobacterium volcanii)	438	3'-5' exonuclease activity [GO:0008408]; DNA end binding [GO:0045027]; endonuclease activity [GO:0004519]; manganese ion binding [GO:0030145]; Y-form DNA binding [GO:0000403]; double-strand break repair [GO:0006302]	double-strand break repair [GO:0006302]		3'-5' exonuclease activity [GO:0008408]; DNA end binding [GO:0045027]; endonuclease activity [GO:0004519]; manganese ion binding [GO:0030145]; Y-form DNA binding [GO:0000403]	GO:0000403; GO:0004519; GO:0006302; GO:0008408; GO:0030145; GO:0045027
A0A8T5D3Q7	unreviewed	Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1)	pdxS GOC85_15230 JK351_12935 JK352_13065 JK353_13075 JK354_13070	Haloferax volcanii (Halobacterium volcanii)	302	pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]; amino acid metabolic process [GO:0006520]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]	amino acid metabolic process [GO:0006520]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]		pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]	GO:0006520; GO:0008615; GO:0036381; GO:0042823
A0A8T5D4M4	unreviewed	Cobyrinate a,c-diamide synthase (EC 6.3.5.11) (Cobyrinic acid a,c-diamide synthetase)	cbiA JK351_16715 JK352_16770 JK353_16775 JK354_16850	Haloferax volcanii (Halobacterium volcanii)	442	ATP binding [GO:0005524]; cobyrinic acid a,c-diamide synthase activity [GO:0042242]; cobalamin biosynthetic process [GO:0009236]	cobalamin biosynthetic process [GO:0009236]		ATP binding [GO:0005524]; cobyrinic acid a,c-diamide synthase activity [GO:0042242]	GO:0005524; GO:0009236; GO:0042242
A0A8T5D5C0	unreviewed	Protein pelota homolog (EC 3.1.-.-)	pelA JK351_16210 JK352_15910 JK353_15915 JK354_16345	Haloferax volcanii (Halobacterium volcanii)	356	cytoplasm [GO:0005737]; endonuclease activity [GO:0004519]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; nonfunctional rRNA decay [GO:0070651]; nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; ribosome disassembly [GO:0032790]; RNA surveillance [GO:0071025]	nonfunctional rRNA decay [GO:0070651]; nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; ribosome disassembly [GO:0032790]; RNA surveillance [GO:0071025]	cytoplasm [GO:0005737]	endonuclease activity [GO:0004519]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	GO:0004519; GO:0005737; GO:0016787; GO:0032790; GO:0046872; GO:0070481; GO:0070651; GO:0070966; GO:0071025
C5NSD2	unreviewed	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)	rpoB FQA18_06730 G3A49_01955 GOC85_01965 JK351_07825 JK352_07830 JK353_07835 JK354_07830	Haloferax volcanii (Halobacterium volcanii)	609	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]	DNA-templated transcription [GO:0006351]	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549]; zinc ion binding [GO:0008270]	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006351; GO:0008270; GO:0032549
D4GP05	unreviewed	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA2 glyA HVO_B0004	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	415	cytoplasm [GO:0005737]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999]	glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999]	cytoplasm [GO:0005737]	glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]	GO:0004372; GO:0005737; GO:0019264; GO:0030170; GO:0035999
D4GP28	reviewed	Probable 2-keto-3-deoxyxylonate dehydratase (KDXD) (EC 4.2.1.141)	xacE HVO_B0027	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	289	lyase activity [GO:0016829]; metal ion binding [GO:0046872]; D-xylose catabolic process [GO:0042843]	D-xylose catabolic process [GO:0042843]		lyase activity [GO:0016829]; metal ion binding [GO:0046872]	GO:0016829; GO:0042843; GO:0046872
D4GP30	reviewed	D-xylose 1-dehydrogenase (NADP(+)) 2 (XDH 2) (EC 1.1.1.179)	HVO_B0029 C498_01610	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	325	extracellular region [GO:0005576]; D-xylose 1-dehydrogenase (NADP+) activity [GO:0047837]; nucleotide binding [GO:0000166]		extracellular region [GO:0005576]	D-xylose 1-dehydrogenase (NADP+) activity [GO:0047837]; nucleotide binding [GO:0000166]	GO:0000166; GO:0005576; GO:0047837
D4GP35	reviewed	Xylose/arabinose-binding protein XacG	xacG tsgA7 HVO_B0034	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	459	plasma membrane [GO:0005886]		plasma membrane [GO:0005886]		GO:0005886
D4GP36	reviewed	Xylose/arabinose import permease protein XacH	xacH tsgB7 HVO_B0035	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	317	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]		GO:0005886; GO:0055085
D4GP37	reviewed	Xylose/arabinose import permease protein XacI	xacI tsgC7 HVO_B0036	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	309	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]		GO:0005886; GO:0055085
D4GP38	reviewed	Xylose/arabinose import ATP-binding protein XacJ (EC 7.5.2.13)	xacJ tsgE7 HVO_B0037	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	383	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; ABC-type D-xylose transporter activity [GO:0015614]; ABC-type L-arabinose transporter activity [GO:0015612]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]	ABC-type D-xylose transporter activity [GO:0015614]; ABC-type L-arabinose transporter activity [GO:0015612]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0015612; GO:0015614; GO:0016887; GO:0055052
D4GP39	reviewed	Xylose/arabinose import ATP-binding protein XacK (EC 7.5.2.13)	xacK tsgD7 HVO_B0038	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	383	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; ABC-type D-xylose transporter activity [GO:0015614]; ABC-type L-arabinose transporter activity [GO:0015612]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]	ABC-type D-xylose transporter activity [GO:0015614]; ABC-type L-arabinose transporter activity [GO:0015612]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0015612; GO:0015614; GO:0016887; GO:0055052
D4GP42	reviewed	HTH-type transcriptional regulator XacR (Pentose-specific regulator XacR)	xacR HVO_B0040	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	251	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription [GO:0045892]	negative regulation of DNA-templated transcription [GO:0045892]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0045892
D4GPB1	unreviewed	ABC-type D-xylose/L-arabinose transporter (EC 7.5.2.13)	rhcJ tsgD8 HVO_B0109	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	393	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; carbohydrate transport [GO:0008643]	carbohydrate transport [GO:0008643]	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]	ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0008643; GO:0016887; GO:0055052; GO:0140359
D4GPP6	unreviewed	Probable molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)	mobA mobA1 HVO_B0245	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	203	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; molybdenum cofactor guanylyltransferase activity [GO:0061603]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	cytoplasm [GO:0005737]	GTP binding [GO:0005525]; metal ion binding [GO:0046872]; molybdenum cofactor guanylyltransferase activity [GO:0061603]	GO:0005525; GO:0005737; GO:0006777; GO:0046872; GO:0061603
D4GPT6	unreviewed	Biotin synthase (EC 2.8.1.6)	bioB HVO_B0289	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	352	2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; biotin synthase activity [GO:0004076]; iron ion binding [GO:0005506]; biotin biosynthetic process [GO:0009102]	biotin biosynthetic process [GO:0009102]		2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; biotin synthase activity [GO:0004076]; iron ion binding [GO:0005506]	GO:0004076; GO:0005506; GO:0009102; GO:0051537; GO:0051539
D4GPU8	reviewed	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (OHCU decarboxylase) (EC 4.1.1.97)	HVO_B0301	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	168	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity [GO:0051997]; oxidoreductase activity [GO:0016491]; allantoin metabolic process [GO:0000255]; purine nucleobase metabolic process [GO:0006144]; urate catabolic process [GO:0019628]	allantoin metabolic process [GO:0000255]; purine nucleobase metabolic process [GO:0006144]; urate catabolic process [GO:0019628]		2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity [GO:0051997]; oxidoreductase activity [GO:0016491]	GO:0000255; GO:0006144; GO:0016491; GO:0019628; GO:0051997
D4GPW2	reviewed	Glucose ABC transporter permease protein TsgB13	tsgB13 HVO_B0315	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	380	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
D4GPW3	reviewed	Glucose import ATP-binding protein TsgD13 (EC 7.5.2.-)	tsgD13 HVO_B0316	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	550	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0005886; GO:0016887
D4GQ04	unreviewed	Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	speE HVO_B0357	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	608	plasma membrane [GO:0005886]; spermidine synthase activity [GO:0004766]; thermospermine synthase activity [GO:0010487]; spermidine biosynthetic process [GO:0008295]	spermidine biosynthetic process [GO:0008295]	plasma membrane [GO:0005886]	spermidine synthase activity [GO:0004766]; thermospermine synthase activity [GO:0010487]	GO:0004766; GO:0005886; GO:0008295; GO:0010487
D4GQ08	reviewed	Dimethyl sulfoxide reductase transcriptional activator (DMSO reductase transcriptional activator) (DMSO-responsive regulator DmsR) (DNA-binding protein DmsR)	dmsR HVO_B0361 C498_01850	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	213	DNA-binding transcription factor activity [GO:0003700]; cellular response to dimethyl sulfoxide [GO:1904620]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to decreased oxygen levels [GO:0036293]	cellular response to dimethyl sulfoxide [GO:1904620]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to decreased oxygen levels [GO:0036293]		DNA-binding transcription factor activity [GO:0003700]	GO:0003700; GO:0036293; GO:0045893; GO:0045944; GO:1904620
D4GQ15	unreviewed	Probable molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)	mobA2 mobA HVO_B0368	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	252	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; molybdenum cofactor guanylyltransferase activity [GO:0061603]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	cytoplasm [GO:0005737]	GTP binding [GO:0005525]; metal ion binding [GO:0046872]; molybdenum cofactor guanylyltransferase activity [GO:0061603]	GO:0005525; GO:0005737; GO:0006777; GO:0046872; GO:0061603
D4GQ17	reviewed	Probable molybdenum ABC transporter permease protein HVO_B0370	HVO_B0370	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	269	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]		GO:0005886; GO:0055085
D4GQ67	reviewed	Tubulin-like protein CetZ4 (Cell-structure-related euryarchaeota tubulin/FtsZ homolog 4)	cetZ4 ftsZ6 HVO_A0035 C498_11071	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	394	cell division site [GO:0032153]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cell division [GO:0051301]; microtubule-based process [GO:0007017]; regulation of cell shape [GO:0008360]	cell division [GO:0051301]; microtubule-based process [GO:0007017]; regulation of cell shape [GO:0008360]	cell division site [GO:0032153]; cytoplasm [GO:0005737]; microtubule [GO:0005874]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0008360; GO:0032153; GO:0051301
D4GQK3	unreviewed	Protein translocase subunit SecY (Protein transport protein SEC61 subunit alpha homolog)	secY2 sec61a2 secY HVO_A0174	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	488	endomembrane system [GO:0012505]; plasma membrane [GO:0005886]; intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]	intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]	endomembrane system [GO:0012505]; plasma membrane [GO:0005886]		GO:0005886; GO:0006605; GO:0012505; GO:0065002
D4GQN5	reviewed	CRISPR-associated protein Cas8b	cas8b HVO_A0206	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	717	cytoplasm [GO:0005737]; defense response to virus [GO:0051607]	defense response to virus [GO:0051607]	cytoplasm [GO:0005737]		GO:0005737; GO:0051607
