Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
P0A429	reviewed	Photosystem I reaction center subunit IX	psaJ tsr2412	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	41	photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0009522; GO:0015979; GO:0031676
P0A499	reviewed	Large ribosomal subunit protein bL9 (50S ribosomal protein L9)	rplI rpl9 tlr2413	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	152	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
P0C8N3	reviewed	Cytochrome b6-f complex subunit 4 (17 kDa polypeptide)	petD tlr0797	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	161	plasma membrane-derived thylakoid membrane [GO:0031676]; electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; oxidoreductase activity [GO:0016491]; photosynthetic electron transport chain [GO:0009767]	photosynthetic electron transport chain [GO:0009767]	plasma membrane-derived thylakoid membrane [GO:0031676]	electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; oxidoreductase activity [GO:0016491]	GO:0009767; GO:0016491; GO:0031676; GO:0045156; GO:0045158
P0C8P3	reviewed	Cyanophycinase (EC 3.4.15.6)	cphB tlr2169	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	322	peptidyl-dipeptidase activity [GO:0008241]; serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508]	proteolysis [GO:0006508]		peptidyl-dipeptidase activity [GO:0008241]; serine-type peptidase activity [GO:0008236]	GO:0006508; GO:0008236; GO:0008241
P50034	reviewed	Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod	cpcC tlr1959	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	287	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0015979; GO:0030089; GO:0031676
P50035	reviewed	Phycobilisome 8.9 kDa linker polypeptide, phycocyanin-associated, rod (Rod-capping linker protein)	cpcD tsr1960	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	78	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0015979; GO:0030089; GO:0031676
P50036	reviewed	Phycobilisome 7.8 kDa linker polypeptide, allophycocyanin-associated, core (LC 7.8)	apcC tsl0955	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	67	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0015979; GO:0030089; GO:0031676
P50037	reviewed	Phycocyanobilin lyase subunit alpha (EC 4.-.-.-) (Phycocyanin operon protein CpcE)	cpcE tlr1961	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	276	phycobilisome [GO:0030089]; lyase activity [GO:0016829]; oxidoreductase activity [GO:0016491]		phycobilisome [GO:0030089]	lyase activity [GO:0016829]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0016829; GO:0030089
P50038	reviewed	Phycocyanobilin lyase subunit beta (EC 4.-.-.-) (Phycocyanin operon protein CpcF)	cpcF tlr1962	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	213	phycobilisome [GO:0030089]; deoxyhypusine monooxygenase activity [GO:0019135]; lyase activity [GO:0016829]		phycobilisome [GO:0030089]	deoxyhypusine monooxygenase activity [GO:0019135]; lyase activity [GO:0016829]	GO:0016829; GO:0019135; GO:0030089
P50039	reviewed	Phycobilisome rod-core linker polypeptide CpcG1	cpcG1 tlr1963	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	277	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0015979; GO:0030089; GO:0031676
P50041	reviewed	Phycobilisome rod-core linker polypeptide CpcG4	cpcG4 tlr1965	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	251	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0015979; GO:0030089; GO:0031676
P59112	reviewed	Proton extrusion protein PxcA	pxcA tll0748	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	461	plasma membrane [GO:0005886]; proton transmembrane transporter activity [GO:0015078]		plasma membrane [GO:0005886]	proton transmembrane transporter activity [GO:0015078]	GO:0005886; GO:0015078
P59126	reviewed	Small ribosomal subunit protein uS5 (30S ribosomal protein S5)	rpsE rps5 tlr0097	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	174	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0015935; GO:0019843
P59134	reviewed	Small ribosomal subunit protein uS4 (30S ribosomal protein S4)	rpsD rps4 tlr0147	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	202	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; ribosomal small subunit biogenesis [GO:0042274]; translation [GO:0006412]	ribosomal small subunit biogenesis [GO:0042274]; translation [GO:0006412]	small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0015935; GO:0019843; GO:0042274
P59187	reviewed	Small ribosomal subunit protein uS3 (30S ribosomal protein S3)	rpsC rps3 tlr0087	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	238	cytosolic small ribosomal subunit [GO:0022627]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003729; GO:0003735; GO:0006412; GO:0019843; GO:0022627
P59288	reviewed	Phycocyanobilin:ferredoxin oxidoreductase (EC 1.3.7.5)	pcyA tll2308	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	236	cobalt ion binding [GO:0050897]; phycocyanobilin:ferredoxin oxidoreductase activity [GO:0050620]; phytochromobilin biosynthetic process [GO:0010024]	phytochromobilin biosynthetic process [GO:0010024]		cobalt ion binding [GO:0050897]; phycocyanobilin:ferredoxin oxidoreductase activity [GO:0050620]	GO:0010024; GO:0050620; GO:0050897
P59327	reviewed	Probable small ribosomal subunit protein cS23 (Probable 30S ribosomal protein PSRP-3) (Ycf65-like protein)	tlr0301	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	108	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
P59379	reviewed	Small ribosomal subunit protein uS11 (30S ribosomal protein S11)	rpsK rps11 tlr0104	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	130	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
Q8CWM2	reviewed	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD tlr1611	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	237	cytosol [GO:0005829]; tRNA (guanine(37)-N1)-methyltransferase activity [GO:0052906]; tRNA N1-guanine methylation [GO:0002939]	tRNA N1-guanine methylation [GO:0002939]	cytosol [GO:0005829]	tRNA (guanine(37)-N1)-methyltransferase activity [GO:0052906]	GO:0002939; GO:0005829; GO:0052906
Q8CWM3	reviewed	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB tlr1606	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	287	RNA binding [GO:0003723]; tRNA pseudouridine(55) synthase activity [GO:0160148]; mRNA pseudouridine synthesis [GO:1990481]; tRNA pseudouridine synthesis [GO:0031119]	mRNA pseudouridine synthesis [GO:1990481]; tRNA pseudouridine synthesis [GO:0031119]		RNA binding [GO:0003723]; tRNA pseudouridine(55) synthase activity [GO:0160148]	GO:0003723; GO:0031119; GO:0160148; GO:1990481
Q8DG49	reviewed	Tryptophan synthase beta chain (EC 4.2.1.20)	trpB tll2475	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	410	cytoplasm [GO:0005737]; tryptophan synthase activity [GO:0004834]		cytoplasm [GO:0005737]	tryptophan synthase activity [GO:0004834]	GO:0004834; GO:0005737
Q8DG51	reviewed	Asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	asnS tlr2473	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	462	cytoplasm [GO:0005737]; asparagine-tRNA ligase activity [GO:0004816]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; asparaginyl-tRNA aminoacylation [GO:0006421]	asparaginyl-tRNA aminoacylation [GO:0006421]	cytoplasm [GO:0005737]	asparagine-tRNA ligase activity [GO:0004816]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004816; GO:0005524; GO:0005737; GO:0006421
Q8DG61	unreviewed	D-alanyl-D-alanine dipeptidase (D-Ala-D-Ala dipeptidase) (EC 3.4.13.22)	tll2463	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	236	D-Ala-D-Ala dipeptidase activity [GO:0160237]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]; cell wall organization [GO:0071555]; proteolysis [GO:0006508]	cell wall organization [GO:0071555]; proteolysis [GO:0006508]		D-Ala-D-Ala dipeptidase activity [GO:0160237]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]	GO:0006508; GO:0008237; GO:0008270; GO:0071555; GO:0160237
Q8DG62	reviewed	Large ribosomal subunit protein bL28 (50S ribosomal protein L28)	rpmB rpl28 tlr2462	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	78	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
Q8DG79	reviewed	DNA replication and repair protein RecF	recF tll2444	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	379	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]; DNA replication [GO:0006260]; DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair [GO:0006302]; SOS response [GO:0009432]	DNA replication [GO:0006260]; DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair [GO:0006302]; SOS response [GO:0009432]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]	GO:0000731; GO:0003697; GO:0005524; GO:0005737; GO:0006260; GO:0006302; GO:0009432
Q8DG81	reviewed	Cobalt transport protein CbiM (Energy-coupling factor transporter probable substrate-capture protein CbiM) (ECF transporter S component CbiM)	cbiM tll2442	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	257	ATP-binding cassette (ABC) transporter complex [GO:0043190]; cobalt ion transmembrane transporter activity [GO:0015087]; cobalamin biosynthetic process [GO:0009236]	cobalamin biosynthetic process [GO:0009236]	ATP-binding cassette (ABC) transporter complex [GO:0043190]	cobalt ion transmembrane transporter activity [GO:0015087]	GO:0009236; GO:0015087; GO:0043190
Q8DG82	unreviewed	Cobalt transport protein CbiN (Energy-coupling factor transporter probable substrate-capture protein CbiN) (ECF transporter S component CbiN)	cbiN tll2441	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	100	plasma membrane [GO:0005886]; cobalt ion transmembrane transporter activity [GO:0015087]; cobalamin biosynthetic process [GO:0009236]	cobalamin biosynthetic process [GO:0009236]	plasma membrane [GO:0005886]	cobalt ion transmembrane transporter activity [GO:0015087]	GO:0005886; GO:0009236; GO:0015087
Q8DG84	reviewed	Putative ABC transporter ATP-binding protein tll2439 (EC 7.-.-.-)	tll2439	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	284	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]		ATP-binding cassette (ABC) transporter complex [GO:0043190]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]	GO:0005524; GO:0016887; GO:0042626; GO:0043190
Q8DG86	unreviewed	Polyprenol-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.-)	tlr2437	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	420	endomembrane system [GO:0012505]; plasma membrane [GO:0005886]; dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]		endomembrane system [GO:0012505]; plasma membrane [GO:0005886]	dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]	GO:0004169; GO:0005886; GO:0012505
Q8DG91	unreviewed	non-specific serine/threonine protein kinase (EC 2.7.11.1)	tlr2432	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	503	membrane [GO:0016020]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]		membrane [GO:0016020]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0016020
Q8DGA0	unreviewed	DNA-binding dual master transcriptional regulator RpaA (Regulator of phycobilisome-associated protein A)	tlr2423	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	242	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; circadian regulation of translation [GO:0097167]; regulation of DNA-templated transcription [GO:0006355]	circadian regulation of translation [GO:0097167]; regulation of DNA-templated transcription [GO:0006355]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993; GO:0097167
Q8DGA4	unreviewed	Iron-sulfur cluster carrier protein	tlr2419	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	364	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent FeS chaperone activity [GO:0140663]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]	iron-sulfur cluster assembly [GO:0016226]		4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent FeS chaperone activity [GO:0140663]; metal ion binding [GO:0046872]	GO:0005524; GO:0016226; GO:0016887; GO:0046872; GO:0051539; GO:0140663
Q8DGB1	unreviewed	L-aspartate oxidase (EC 1.4.3.16)	nadB	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	546	cytoplasm [GO:0005737]; L-aspartate oxidase activity [GO:0008734]; steroid dehydrogenase activity, acting on the CH-CH group of donors [GO:0033765]; 'de novo' NAD+ biosynthetic process from L-aspartate [GO:0034628]	'de novo' NAD+ biosynthetic process from L-aspartate [GO:0034628]	cytoplasm [GO:0005737]	L-aspartate oxidase activity [GO:0008734]; steroid dehydrogenase activity, acting on the CH-CH group of donors [GO:0033765]	GO:0005737; GO:0008734; GO:0033765; GO:0034628
Q8DGB4	reviewed	Photosystem I reaction center subunit XI (PSI subunit V) (PSI-L)	psaL tlr2404	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	155	photosystem I reaction center [GO:0009538]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	photosystem I reaction center [GO:0009538]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0009538; GO:0015979; GO:0031676
Q8DGC4	reviewed	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB tlr2394	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	500	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; translation [GO:0006412]	glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; translation [GO:0006412]		asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]	GO:0005524; GO:0006412; GO:0050566; GO:0050567; GO:0070681
Q8DGC5	unreviewed	Citrate synthase	tlr2393	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	382	cytosol [GO:0005829]; citrate synthase activity [GO:0036440]; carbohydrate metabolic process [GO:0005975]; tricarboxylic acid cycle [GO:0006099]	carbohydrate metabolic process [GO:0005975]; tricarboxylic acid cycle [GO:0006099]	cytosol [GO:0005829]	citrate synthase activity [GO:0036440]	GO:0005829; GO:0005975; GO:0006099; GO:0036440
Q8DGE1	unreviewed	Cobalamin biosynthesis protein CobD	cobD	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	331	plasma membrane [GO:0005886]; ABC-type vitamin B12 transporter activity [GO:0015420]; threonine-phosphate decarboxylase activity [GO:0048472]; cobalamin biosynthetic process [GO:0009236]	cobalamin biosynthetic process [GO:0009236]	plasma membrane [GO:0005886]	ABC-type vitamin B12 transporter activity [GO:0015420]; threonine-phosphate decarboxylase activity [GO:0048472]	GO:0005886; GO:0009236; GO:0015420; GO:0048472
Q8DGE4	reviewed	2-phytyl-1,4-naphtoquinone methyltransferase (EC 2.1.1.329) (Demethylphylloquinone methyltransferase)	menG tll2373	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	225	2-phytyl-1,4-naphthoquinone methyltransferase activity [GO:0052624]; methylation [GO:0032259]; phylloquinone biosynthetic process [GO:0042372]	methylation [GO:0032259]; phylloquinone biosynthetic process [GO:0042372]		2-phytyl-1,4-naphthoquinone methyltransferase activity [GO:0052624]	GO:0032259; GO:0042372; GO:0052624
Q8DGE9	unreviewed	glycine oxidase (EC 1.4.3.19)	tlr2368	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	371	cytoplasm [GO:0005737]; membrane [GO:0016020]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	cytoplasm [GO:0005737]; membrane [GO:0016020]	flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]	GO:0005737; GO:0009228; GO:0009229; GO:0016020; GO:0016491; GO:0050660
Q8DGF1	unreviewed	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	thiL tll2366	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	329	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; thiamine-phosphate kinase activity [GO:0009030]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]		ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; thiamine-phosphate kinase activity [GO:0009030]	GO:0000287; GO:0005524; GO:0009030; GO:0009228; GO:0009229
Q8DGF2	unreviewed	Phycobiliprotein ApcE	apcE	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	1139	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; lyase activity [GO:0016829]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]	lyase activity [GO:0016829]	GO:0015979; GO:0016829; GO:0030089; GO:0031676
Q8DGF3	unreviewed	Probable transcriptional regulator ycf27 (OmpR-like protein)	tll2364	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	251	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	regulation of DNA-templated transcription [GO:0006355]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993
Q8DGG0	unreviewed	Aminotransferase (EC 2.6.1.-)	aspC	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	387	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; amino acid metabolic process [GO:0006520]	amino acid metabolic process [GO:0006520]		pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]	GO:0006520; GO:0008483; GO:0030170
Q8DGG7	unreviewed	Probable lipid II flippase MurJ	murJ tll2350	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	521	plasma membrane [GO:0005886]; lipid-linked peptidoglycan transporter activity [GO:0015648]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	lipid-linked peptidoglycan transporter activity [GO:0015648]	GO:0005886; GO:0008360; GO:0009252; GO:0015648; GO:0071555
Q8DGG8	unreviewed	Beta sliding clamp	dnaN	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	370	cytoplasm [GO:0005737]; DNA polymerase III complex [GO:0009360]; 3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA strand elongation involved in DNA replication [GO:0006271]	DNA strand elongation involved in DNA replication [GO:0006271]	cytoplasm [GO:0005737]; DNA polymerase III complex [GO:0009360]	3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]	GO:0003677; GO:0003887; GO:0005737; GO:0006271; GO:0008408; GO:0009360
Q8DGH8	unreviewed	phospholipase D (EC 3.1.4.4)	tll2339	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	565	membrane [GO:0016020]; DNA binding [GO:0003677]; RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism [GO:0016891]; DNA repair [GO:0006281]; lipid catabolic process [GO:0016042]; phosphorus metabolic process [GO:0006793]	DNA repair [GO:0006281]; lipid catabolic process [GO:0016042]; phosphorus metabolic process [GO:0006793]	membrane [GO:0016020]	DNA binding [GO:0003677]; RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism [GO:0016891]	GO:0003677; GO:0006281; GO:0006793; GO:0016020; GO:0016042; GO:0016891
Q8DGI8	reviewed	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	tll2329	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	151	cytosol [GO:0005829]; nuclease activity [GO:0004518]; rRNA 5'-end processing [GO:0000967]	rRNA 5'-end processing [GO:0000967]	cytosol [GO:0005829]	nuclease activity [GO:0004518]	GO:0000967; GO:0004518; GO:0005829
Q8DGJ7	reviewed	Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9)]	pyrR tll2320	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	183	uracil phosphoribosyltransferase activity [GO:0004845]; regulation of DNA-templated transcription [GO:0006355]	regulation of DNA-templated transcription [GO:0006355]		uracil phosphoribosyltransferase activity [GO:0004845]	GO:0004845; GO:0006355
Q8DGK9	unreviewed	Purine nucleoside phosphorylase	tll2307	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	266	copper ion binding [GO:0005507]; hydrolase activity [GO:0016787]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]			copper ion binding [GO:0005507]; hydrolase activity [GO:0016787]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]	GO:0005507; GO:0016787; GO:0017061
Q8DGN0	unreviewed	Thioredoxin	trxM1	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	106	cytoplasm [GO:0005737]; protein-disulfide reductase activity [GO:0015035]		cytoplasm [GO:0005737]	protein-disulfide reductase activity [GO:0015035]	GO:0005737; GO:0015035
