Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
A0A2S5T0R9	unreviewed	DNA-binding response OmpR family regulator (DNA-binding response regulator)	C1702_15960 EV676_102458	Caldimonas thermodepolymerans	242	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	regulation of DNA-templated transcription [GO:0006355]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993
A0A2S5T0S0	unreviewed	Cysteine-rich CWC protein	C1702_16220 EV676_103366	Caldimonas thermodepolymerans	81					
A0A2S5T0S1	unreviewed	Carbon monoxide dehydrogenase (Carbon-monoxide dehydrogenase large subunit)	C1702_16395 EV676_103401	Caldimonas thermodepolymerans	791	iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]			iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]	GO:0005506; GO:0016491
A0A2S5T0S2	unreviewed	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme)	murF C1702_16515 EV676_102486	Caldimonas thermodepolymerans	470	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [GO:0047480]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [GO:0047480]	GO:0005524; GO:0005737; GO:0008360; GO:0009252; GO:0047480; GO:0051301; GO:0071555
A0A2S5T0S3	unreviewed	Peptidase M48 (Zn-dependent protease)	C1702_16595 EV676_102470	Caldimonas thermodepolymerans	448	membrane [GO:0016020]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis involved in protein catabolic process [GO:0051603]	proteolysis involved in protein catabolic process [GO:0051603]	membrane [GO:0016020]	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	GO:0004222; GO:0016020; GO:0046872; GO:0051603
A0A2S5T0S4	unreviewed	Uncharacterized protein	C1702_16820	Caldimonas thermodepolymerans	65					
A0A2S5T0S5	unreviewed	Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS) (NAGS)	argA C1702_17150 EV676_105188	Caldimonas thermodepolymerans	446	cytoplasm [GO:0005737]; L-glutamate N-acetyltransferase activity [GO:0004042]; L-arginine biosynthetic process [GO:0006526]	L-arginine biosynthetic process [GO:0006526]	cytoplasm [GO:0005737]	L-glutamate N-acetyltransferase activity [GO:0004042]	GO:0004042; GO:0005737; GO:0006526
A0A2S5T0S6	unreviewed	Uncharacterized protein	C1702_16260	Caldimonas thermodepolymerans	126	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A2S5T0S7	unreviewed	Chemotaxis protein CheZ	C1702_17015	Caldimonas thermodepolymerans	135					
A0A2S5T0S8	unreviewed	Iron-sulfur cluster carrier protein	C1702_16035 EV676_102443	Caldimonas thermodepolymerans	363	cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent FeS chaperone activity [GO:0140663]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]	iron-sulfur cluster assembly [GO:0016226]	cytosol [GO:0005829]	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent FeS chaperone activity [GO:0140663]; metal ion binding [GO:0046872]	GO:0005524; GO:0005829; GO:0016226; GO:0016887; GO:0046872; GO:0051539; GO:0140663
A0A2S5T0S9	unreviewed	CRP-like cAMP-binding protein	C1702_16015 EV676_102447	Caldimonas thermodepolymerans	222	cytosol [GO:0005829]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]		cytosol [GO:0005829]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005829
A0A2S5T0T0	unreviewed	PEP-CTERM protein-sorting domain-containing protein	C1702_16275	Caldimonas thermodepolymerans	240					
A0A2S5T0T1	unreviewed	NAD-dependent dehydratase	C1702_16285	Caldimonas thermodepolymerans	318	protein-containing complex binding [GO:0044877]			protein-containing complex binding [GO:0044877]	GO:0044877
A0A2S5T0T2	unreviewed	diguanylate cyclase (EC 2.7.7.65)	C1702_16585	Caldimonas thermodepolymerans	238	plasma membrane [GO:0005886]; diguanylate cyclase activity [GO:0052621]; cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]	cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]	plasma membrane [GO:0005886]	diguanylate cyclase activity [GO:0052621]	GO:0005886; GO:0043709; GO:0052621; GO:1902201
A0A2S5T0T3	unreviewed	Uncharacterized protein	C1702_16570 EV676_102475	Caldimonas thermodepolymerans	61	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A2S5T0T4	unreviewed	AbrB family transcriptional regulator	C1702_16760	Caldimonas thermodepolymerans	351	membrane [GO:0016020]; regulation of gene expression [GO:0010468]	regulation of gene expression [GO:0010468]	membrane [GO:0016020]		GO:0010468; GO:0016020
A0A2S5T0T5	unreviewed	Flagellar biosynthetic protein FlhB	C1702_16875 EV676_102375	Caldimonas thermodepolymerans	384	plasma membrane [GO:0005886]; bacterial-type flagellum organization [GO:0044781]; protein secretion [GO:0009306]	bacterial-type flagellum organization [GO:0044781]; protein secretion [GO:0009306]	plasma membrane [GO:0005886]		GO:0005886; GO:0009306; GO:0044781
A0A2S5T0T6	unreviewed	HTH-type transcriptional regulatory protein TyrR	C1702_16700	Caldimonas thermodepolymerans	515	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	regulation of DNA-templated transcription [GO:0006355]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; DNA binding [GO:0003677]	GO:0003677; GO:0005524; GO:0005737; GO:0006355
A0A2S5T0T7	unreviewed	Protease HtpX homolog (EC 3.4.24.-)	htpX C1702_16320 EV676_103386	Caldimonas thermodepolymerans	285	plasma membrane [GO:0005886]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]	proteolysis [GO:0006508]	plasma membrane [GO:0005886]	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	GO:0004222; GO:0005886; GO:0006508; GO:0008270
A0A2S5T0T8	unreviewed	DUF2798 domain-containing protein	C1702_16095 EV676_102431	Caldimonas thermodepolymerans	90	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A2S5T0T9	unreviewed	DNA-protecting protein DprA	dprA C1702_16340 EV676_103390	Caldimonas thermodepolymerans	371	DNA-mediated transformation [GO:0009294]	DNA-mediated transformation [GO:0009294]			GO:0009294
A0A2S5T0U0	unreviewed	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	purN C1702_15980 EV676_102454	Caldimonas thermodepolymerans	208	cytosol [GO:0005829]; phosphoribosylglycinamide formyltransferase activity [GO:0004644]; 'de novo' IMP biosynthetic process [GO:0006189]	'de novo' IMP biosynthetic process [GO:0006189]	cytosol [GO:0005829]	phosphoribosylglycinamide formyltransferase activity [GO:0004644]	GO:0004644; GO:0005829; GO:0006189
A0A2S5T0U1	unreviewed	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC C1702_16065 EV676_102437	Caldimonas thermodepolymerans	312	cytoplasm [GO:0005737]; hydroxymethylbilane synthase activity [GO:0004418]; protoporphyrinogen IX biosynthetic process [GO:0006782]	protoporphyrinogen IX biosynthetic process [GO:0006782]	cytoplasm [GO:0005737]	hydroxymethylbilane synthase activity [GO:0004418]	GO:0004418; GO:0005737; GO:0006782
A0A2S5T0U2	unreviewed	dihydroneopterin aldolase (EC 4.1.2.25) (7,8-dihydroneopterin aldolase)	C1702_16240 EV676_103370	Caldimonas thermodepolymerans	134	cytoplasm [GO:0005737]; dihydroneopterin aldolase activity [GO:0004150]; folic acid biosynthetic process [GO:0046656]	folic acid biosynthetic process [GO:0046656]	cytoplasm [GO:0005737]	dihydroneopterin aldolase activity [GO:0004150]	GO:0004150; GO:0005737; GO:0046656
A0A2S5T0U3	unreviewed	Cell division protein FtsL	ftsL C1702_16500 EV676_102489	Caldimonas thermodepolymerans	105	cell division site [GO:0032153]; plasma membrane [GO:0005886]; FtsZ-dependent cytokinesis [GO:0043093]	FtsZ-dependent cytokinesis [GO:0043093]	cell division site [GO:0032153]; plasma membrane [GO:0005886]		GO:0005886; GO:0032153; GO:0043093
A0A2S5T0U4	unreviewed	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS C1702_16625	Caldimonas thermodepolymerans	431	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]; selenocysteine biosynthetic process [GO:0016260]; seryl-tRNA aminoacylation [GO:0006434]	selenocysteine biosynthetic process [GO:0016260]; seryl-tRNA aminoacylation [GO:0006434]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]	GO:0004828; GO:0005524; GO:0005737; GO:0006434; GO:0016260
A0A2S5T0U5	unreviewed	Flagellar hook-basal body complex protein FliE	fliE C1702_16935 EV676_102387	Caldimonas thermodepolymerans	110	bacterial-type flagellum basal body [GO:0009425]; cytoskeletal motor activity [GO:0003774]; structural molecule activity [GO:0005198]; bacterial-type flagellum-dependent cell motility [GO:0071973]	bacterial-type flagellum-dependent cell motility [GO:0071973]	bacterial-type flagellum basal body [GO:0009425]	cytoskeletal motor activity [GO:0003774]; structural molecule activity [GO:0005198]	GO:0003774; GO:0005198; GO:0009425; GO:0071973
A0A2S5T0U6	unreviewed	ferredoxin--NADP(+) reductase (EC 1.18.1.2)	C1702_16755 EV676_104288	Caldimonas thermodepolymerans	257	ferredoxin-NADP+ reductase activity [GO:0004324]; nucleotide binding [GO:0000166]; cellular response to oxidative stress [GO:0034599]; heme catabolic process [GO:0042167]	cellular response to oxidative stress [GO:0034599]; heme catabolic process [GO:0042167]		ferredoxin-NADP+ reductase activity [GO:0004324]; nucleotide binding [GO:0000166]	GO:0000166; GO:0004324; GO:0034599; GO:0042167
A0A2S5T0U7	unreviewed	Carbon monoxide dehydrogenase	C1702_16375 EV676_103397	Caldimonas thermodepolymerans	198	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A2S5T0U8	unreviewed	Serine/threonine protein phosphatase	C1702_16145 EV676_102421	Caldimonas thermodepolymerans	304	protein serine/threonine phosphatase activity [GO:0004722]			protein serine/threonine phosphatase activity [GO:0004722]	GO:0004722
A0A2S5T0U9	unreviewed	Carbon monoxide dehydrogenase (Carbon-monoxide dehydrogenase medium subunit)	C1702_16390 EV676_103400	Caldimonas thermodepolymerans	263	FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]			FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0071949
A0A2S5T0V0	unreviewed	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	rpoZ C1702_16125 EV676_102425	Caldimonas thermodepolymerans	67	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; DNA-templated transcription [GO:0006351]	DNA-templated transcription [GO:0006351]	DNA-directed RNA polymerase complex [GO:0000428]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]	GO:0000428; GO:0003677; GO:0003899; GO:0006351
A0A2S5T0V1	unreviewed	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG C1702_16030 EV676_102444	Caldimonas thermodepolymerans	688	cytosol [GO:0005829]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]; methionyl-tRNA aminoacylation [GO:0006431]	methionyl-tRNA aminoacylation [GO:0006431]	cytosol [GO:0005829]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]	GO:0000049; GO:0004825; GO:0005524; GO:0005829; GO:0006431; GO:0046872
A0A2S5T0V2	unreviewed	Cell division protein FtsA	ftsA C1702_16555 EV676_102478	Caldimonas thermodepolymerans	409	cell division site [GO:0032153]; cytoplasmic side of plasma membrane [GO:0009898]; FtsZ-dependent cytokinesis [GO:0043093]	FtsZ-dependent cytokinesis [GO:0043093]	cell division site [GO:0032153]; cytoplasmic side of plasma membrane [GO:0009898]		GO:0009898; GO:0032153; GO:0043093
A0A2S5T0V3	unreviewed	diguanylate cyclase (EC 2.7.7.65)	C1702_16215 EV676_103365	Caldimonas thermodepolymerans	472	plasma membrane [GO:0005886]; diguanylate cyclase activity [GO:0052621]; cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]	cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]	plasma membrane [GO:0005886]	diguanylate cyclase activity [GO:0052621]	GO:0005886; GO:0043709; GO:0052621; GO:1902201
A0A2S5T0V4	unreviewed	Flagellar biosynthetic protein FliP	fliP C1702_16990	Caldimonas thermodepolymerans	261	bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886]; bacterial-type flagellum organization [GO:0044781]; protein secretion [GO:0009306]	bacterial-type flagellum organization [GO:0044781]; protein secretion [GO:0009306]	bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886]		GO:0005886; GO:0009306; GO:0009425; GO:0044781
A0A2S5T0V5	unreviewed	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	C1702_16295	Caldimonas thermodepolymerans	196	5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]			5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]	GO:0005524; GO:0030272; GO:0046872
A0A2S5T0V6	unreviewed	Phosphodiesterase	C1702_16815	Caldimonas thermodepolymerans	525					
A0A2S5T0V7	unreviewed	Flavocytochrome C	C1702_16435	Caldimonas thermodepolymerans	423	flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]			flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0050660
A0A2S5T0V8	unreviewed	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	rdgB C1702_16155	Caldimonas thermodepolymerans	203	cytosol [GO:0005829]; dITP diphosphatase activity [GO:0035870]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; XTP diphosphatase activity [GO:0036222]; nucleotide metabolic process [GO:0009117]; purine nucleoside triphosphate catabolic process [GO:0009146]	nucleotide metabolic process [GO:0009117]; purine nucleoside triphosphate catabolic process [GO:0009146]	cytosol [GO:0005829]	dITP diphosphatase activity [GO:0035870]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; XTP diphosphatase activity [GO:0036222]	GO:0000166; GO:0005829; GO:0009117; GO:0009146; GO:0017111; GO:0035870; GO:0036220; GO:0036222; GO:0046872
A0A2S5T0V9	unreviewed	Uncharacterized protein	C1702_16450	Caldimonas thermodepolymerans	154					
A0A2S5T0W0	unreviewed	DNA 3'-5' helicase (EC 5.6.2.4)	C1702_16090	Caldimonas thermodepolymerans	770	cytosol [GO:0005829]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; recombinational repair [GO:0000725]	recombinational repair [GO:0000725]	cytosol [GO:0005829]	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]	GO:0000725; GO:0003677; GO:0005524; GO:0005829; GO:0016887; GO:0043138
A0A2S5T0W1	unreviewed	Chemotaxis protein methyltransferase (EC 2.1.1.80)	C1702_16180	Caldimonas thermodepolymerans	290	protein-glutamate O-methyltransferase activity [GO:0008983]; methylation [GO:0032259]	methylation [GO:0032259]		protein-glutamate O-methyltransferase activity [GO:0008983]	GO:0008983; GO:0032259
A0A2S5T0W2	unreviewed	Multifunctional CCA protein [Includes: CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl-transferase) (tRNA nucleotidyltransferase) (tRNA-NT); 2'-nucleotidase (EC 3.1.3.-); 2',3'-cyclic phosphodiesterase (EC 3.1.4.-); Phosphatase]	cca C1702_16270	Caldimonas thermodepolymerans	410	ATP binding [GO:0005524]; CCA tRNA nucleotidyltransferase activity [GO:0004810]; CCACCA tRNA nucleotidyltransferase activity [GO:0160016]; cyclic-nucleotide phosphodiesterase activity [GO:0004112]; magnesium ion binding [GO:0000287]; phosphatase activity [GO:0016791]; tRNA binding [GO:0000049]; RNA repair [GO:0042245]; tRNA 3'-terminal CCA addition [GO:0001680]	RNA repair [GO:0042245]; tRNA 3'-terminal CCA addition [GO:0001680]		ATP binding [GO:0005524]; CCA tRNA nucleotidyltransferase activity [GO:0004810]; CCACCA tRNA nucleotidyltransferase activity [GO:0160016]; cyclic-nucleotide phosphodiesterase activity [GO:0004112]; magnesium ion binding [GO:0000287]; phosphatase activity [GO:0016791]; tRNA binding [GO:0000049]	GO:0000049; GO:0000287; GO:0001680; GO:0004112; GO:0004810; GO:0005524; GO:0016791; GO:0042245; GO:0160016
A0A2S5T0W3	unreviewed	DNA replication and repair protein RadC	C1702_16610 EV676_102467	Caldimonas thermodepolymerans	224	metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; proteolysis [GO:0006508]	proteolysis [GO:0006508]		metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]	GO:0006508; GO:0008237; GO:0046872
A0A2S5T0W4	unreviewed	TRAP transporter small permease protein	C1702_16725	Caldimonas thermodepolymerans	156	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
A0A2S5T0W5	unreviewed	Flagellar protein FliL	C1702_16970	Caldimonas thermodepolymerans	194	bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886]; bacterial-type flagellum-dependent swarming motility [GO:0071978]; chemotaxis [GO:0006935]	bacterial-type flagellum-dependent swarming motility [GO:0071978]; chemotaxis [GO:0006935]	bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886]		GO:0005886; GO:0006935; GO:0009425; GO:0071978
A0A2S5T0W6	unreviewed	Protein-export membrane protein SecF	secF C1702_16355 EV676_103393	Caldimonas thermodepolymerans	343	plasma membrane [GO:0005886]; protein-transporting ATPase activity [GO:0015450]; intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	plasma membrane [GO:0005886]	protein-transporting ATPase activity [GO:0015450]	GO:0005886; GO:0006605; GO:0015450; GO:0043952; GO:0065002
A0A2S5T0W7	unreviewed	Spy/CpxP family protein refolding chaperone	C1702_15955	Caldimonas thermodepolymerans	164	outer membrane-bounded periplasmic space [GO:0030288]; unfolded protein binding [GO:0051082]		outer membrane-bounded periplasmic space [GO:0030288]	unfolded protein binding [GO:0051082]	GO:0030288; GO:0051082
A0A2S5T0W8	unreviewed	Monooxygenase	C1702_15720	Caldimonas thermodepolymerans	400	FMN binding [GO:0010181]; monooxygenase activity [GO:0004497]; riboflavin reductase (NADPH) activity [GO:0042602]			FMN binding [GO:0010181]; monooxygenase activity [GO:0004497]; riboflavin reductase (NADPH) activity [GO:0042602]	GO:0004497; GO:0010181; GO:0042602
A0A2S5T0W9	unreviewed	Glyoxalase	C1702_15700	Caldimonas thermodepolymerans	272					
A0A2S5T0X0	unreviewed	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS C1702_15975	Caldimonas thermodepolymerans	437	cytosol [GO:0005829]; ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]	tryptophanyl-tRNA aminoacylation [GO:0006436]	cytosol [GO:0005829]	ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]	GO:0004830; GO:0005524; GO:0005829; GO:0006436
A0A2S5T0X1	unreviewed	Serine/threonine protein kinase	C1702_16140 EV676_102422	Caldimonas thermodepolymerans	322	autophagosome [GO:0005776]; cytosol [GO:0005829]; membrane [GO:0016020]; phagophore assembly site [GO:0000407]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]		autophagosome [GO:0005776]; cytosol [GO:0005829]; membrane [GO:0016020]; phagophore assembly site [GO:0000407]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0000407; GO:0004674; GO:0005524; GO:0005776; GO:0005829; GO:0016020
A0A2S5T0X2	unreviewed	Peptidoglycan-binding protein	C1702_16335	Caldimonas thermodepolymerans	384					
A0A2S5T0X3	unreviewed	Alpha/beta hydrolase	C1702_16200	Caldimonas thermodepolymerans	268	hydrolase activity [GO:0016787]			hydrolase activity [GO:0016787]	GO:0016787
A0A2S5T0X4	unreviewed	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH C1702_16495 EV676_102490	Caldimonas thermodepolymerans	316	cytoplasm [GO:0005737]; rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]; rRNA base methylation [GO:0070475]	rRNA base methylation [GO:0070475]	cytoplasm [GO:0005737]	rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]	GO:0005737; GO:0070475; GO:0071424
A0A2S5T0X5	unreviewed	GST-like protein (Glutathione S-transferase)	C1702_16695 EV676_104276	Caldimonas thermodepolymerans	234	transferase activity [GO:0016740]			transferase activity [GO:0016740]	GO:0016740
A0A2S5T0X6	unreviewed	Histidine kinase	C1702_16405	Caldimonas thermodepolymerans	376	kinase activity [GO:0016301]; sequence-specific DNA binding [GO:0043565]			kinase activity [GO:0016301]; sequence-specific DNA binding [GO:0043565]	GO:0016301; GO:0043565
A0A2S5T0X7	unreviewed	Thioredoxin reductase (EC 1.8.1.9)	trxB C1702_16010 EV676_102448	Caldimonas thermodepolymerans	320	cytoplasm [GO:0005737]; thioredoxin-disulfide reductase (NADPH) activity [GO:0004791]; removal of superoxide radicals [GO:0019430]	removal of superoxide radicals [GO:0019430]	cytoplasm [GO:0005737]	thioredoxin-disulfide reductase (NADPH) activity [GO:0004791]	GO:0004791; GO:0005737; GO:0019430
A0A2S5T0X8	unreviewed	Acetaldehyde dehydrogenase (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating])	C1702_15780 EV676_11322	Caldimonas thermodepolymerans	314	acetaldehyde dehydrogenase (acetylating) activity [GO:0008774]; NAD binding [GO:0051287]			acetaldehyde dehydrogenase (acetylating) activity [GO:0008774]; NAD binding [GO:0051287]	GO:0008774; GO:0051287
A0A2S5T0X9	unreviewed	MFS family arabinose efflux permease (MFS transporter)	C1702_15750 EV676_11316	Caldimonas thermodepolymerans	462	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
A0A2S5T0Y0	unreviewed	ATPase	C1702_16385 EV676_103399	Caldimonas thermodepolymerans	296	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
A0A2S5T0Y1	unreviewed	Outer-membrane lipoprotein carrier protein	lolA C1702_16025 EV676_102445	Caldimonas thermodepolymerans	201	periplasmic space [GO:0042597]; lipoprotein localization to outer membrane [GO:0044874]; lipoprotein transport [GO:0042953]	lipoprotein localization to outer membrane [GO:0044874]; lipoprotein transport [GO:0042953]	periplasmic space [GO:0042597]		GO:0042597; GO:0042953; GO:0044874
A0A2S5T0Y2	unreviewed	Uroporphyrin-3 C-methyltransferase	C1702_16075	Caldimonas thermodepolymerans	324					
A0A2S5T0Y3	unreviewed	DUF2905 domain-containing protein (DUF2905 family protein)	C1702_16255 EV676_103373	Caldimonas thermodepolymerans	64	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A2S5T0Y4	unreviewed	Cell division protein FtsQ	ftsQ C1702_16550 EV676_102479	Caldimonas thermodepolymerans	255	cell division site [GO:0032153]; plasma membrane [GO:0005886]; cell septum assembly [GO:0090529]; FtsZ-dependent cytokinesis [GO:0043093]	cell septum assembly [GO:0090529]; FtsZ-dependent cytokinesis [GO:0043093]	cell division site [GO:0032153]; plasma membrane [GO:0005886]		GO:0005886; GO:0032153; GO:0043093; GO:0090529
A0A2S5T0Y5	unreviewed	Alkylhydroperoxidase	C1702_16750	Caldimonas thermodepolymerans	199	peroxiredoxin activity [GO:0051920]			peroxiredoxin activity [GO:0051920]	GO:0051920
A0A2S5T0Y6	unreviewed	16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176) (16S rRNA m5C967 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmB)	C1702_16430	Caldimonas thermodepolymerans	435	cytosol [GO:0005829]; RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]; regulation of DNA-templated transcription [GO:0006355]; rRNA base methylation [GO:0070475]	regulation of DNA-templated transcription [GO:0006355]; rRNA base methylation [GO:0070475]	cytosol [GO:0005829]	RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]	GO:0003723; GO:0005829; GO:0006355; GO:0009383; GO:0070475
A0A2S5T0Y7	unreviewed	Uncharacterized protein	C1702_16445	Caldimonas thermodepolymerans	68					
